step,uav_x,uav_y,jammer_power,uav_energy,node_0_x,node_0_y,node_0_sinr,node_0_aoi,node_0_energy,node_0_status,node_0_total_time,node_0_max_continuous_time,node_1_x,node_1_y,node_1_sinr,node_1_aoi,node_1_energy,node_1_status,node_1_total_time,node_1_max_continuous_time,node_2_x,node_2_y,node_2_sinr,node_2_aoi,node_2_energy,node_2_status,node_2_total_time,node_2_max_continuous_time,node_3_x,node_3_y,node_3_sinr,node_3_aoi,node_3_energy,node_3_status,node_3_total_time,node_3_max_continuous_time,node_4_x,node_4_y,node_4_sinr,node_4_aoi,node_4_energy,node_4_status,node_4_total_time,node_4_max_continuous_time,jammed_count
49,223.0709731578827,798.143715262413,0.07047910243272781,37450.73820674046,33.17857069194763,871.5783881584624,0.21543642597281373,25.0,0.050887231111469304,2,45.0,20.0,445.6456755016003,880.1745662427677,0.04368808073592547,25.0,0.05132767789850519,2,15.0,5.0,236.89926880901558,895.5652871979444,0.3140632790750742,25.0,0.05086043565067827,2,30.0,5.0,10.155857124329204,43.17152794111878,0.029306238287710853,130.0,0.05157979335518974,2,5.0,5.0,188.1008027224058,135.22476181698028,0.024018363832434688,130.0,0.05176558629487744,2,5.0,5.0,5
50,216.2852293252945,774.0822595357895,0.03666740655899048,38215.038989518565,33.17857069194763,871.5783881584624,0.39763602274651216,30.0,0.051923351243895494,2,45.0,20.0,445.6456755016003,880.1745662427677,0.07513817342602694,30.0,0.05237147487131933,2,15.0,5.0,236.89926880901558,895.5652871979444,0.46910210029133653,30.0,0.05189628091295085,2,30.0,5.0,10.155857124329204,43.17152794111878,0.05902751731314263,135.0,0.05262616946175452,2,5.0,5.0,188.1008027224058,135.22476181698028,0.04916908586579128,135.0,0.052814373895580406,2,5.0,5.0,5
51,209.4994854927063,750.020803809166,0.08695431053638458,38979.33977229667,33.17857069194763,871.5783881584624,0.16116447675246817,35.0,0.05296210138944715,2,45.0,20.0,445.6456755016003,880.1745662427677,0.02838890717862889,35.0,0.0534308302216066,2,15.0,5.0,236.89926880901558,895.5652871979444,0.15708022035196736,35.0,0.05293514577779153,2,30.0,5.0,10.155857124329204,43.17152794111878,0.027132356081706117,140.0,0.05368668277991423,2,5.0,5.0,188.1008027224058,135.22476181698028,0.02263452017353547,140.0,0.05388008587966434,2,5.0,5.0,5
52,202.7137416601181,725.9593480825424,0.029920725151896477,39743.64055507477,33.17857069194763,871.5783881584624,0.42903659966364627,40.0,0.05399808957347384,2,45.0,20.0,445.6456755016003,880.1745662427677,0.07319810012695117,40.0,0.05447487767169802,2,15.0,5.0,236.89926880901558,895.5652871979444,0.36154690868281075,40.0,0.05397144562645597,2,30.0,5.0,10.155857124329204,43.17152794111878,0.08204021578602144,145.0,0.05472968465164917,2,5.0,5.0,188.1008027224058,135.22476181698028,0.06995165181480564,145.0,0.054924583533377834,2,5.0,5.0,5
53,195.9279978275299,701.8978923559189,0.04114864394068718,40507.94133785288,33.17857069194763,871.5783881584624,0.2885344925146101,45.0,0.05503488944430962,2,45.0,20.0,445.6456755016003,880.1745662427677,0.04751674797420093,45.0,0.055524167344486224,2,15.0,5.0,236.89926880901558,895.5652871979444,0.21430227020358697,45.0,0.055009101103601285,2,30.0,5.0,10.155857124329204,43.17152794111878,0.06475131287141551,150.0,0.05577499750511463,2,5.0,5.0,188.1008027224058,135.22476181698028,0.055549948588571096,150.0,0.05597171260560015,2,5.0,5.0,5
54,189.1422539949417,677.8364366292953,0.017947787418961525,41272.24212063098,33.17857069194763,871.5783881584624,0.5864979156550619,50.0,0.056070427338320274,2,45.0,20.0,445.6456755016003,880.1745662427677,0.09656425806178875,50.0,0.05656586715095112,2,15.0,5.0,236.89926880901558,895.5652871979444,0.39938687026344294,50.0,0.05604521333721368,2,30.0,5.0,10.155857124329204,43.17152794111878,0.15345564845076248,155.0,0.05681396928318571,2,5.0,5.0,188.1008027224058,135.22476181698028,0.13529817761225768,155.0,0.05701130605591998,2,5.0,5.0,5
55,182.35651016235352,653.7749809026718,0.04354638606309891,42036.542903409085,33.17857069194763,871.5783881584624,0.22356934465658138,55.0,0.057107945079778004,2,45.0,20.0,445.6456755016003,880.1745662427677,0.03581984074553386,55.0,0.05762003531160322,2,15.0,5.0,236.89926880901558,895.5652871979444,0.1395075986988,55.0,0.057084648277170975,2,30.0,5.0,10.155857124329204,43.17152794111878,0.07108995441830664,160.0,0.05785830440261488,2,5.0,5.0,188.1008027224058,135.22476181698028,0.06238850188567199,160.0,0.05805703418715191,2,5.0,5.0,5
56,175.57076632976532,629.7135251760483,0.09930300712585449,42800.84368618719,33.17857069194763,871.5783881584624,0.08890894194768807,60.0,0.058150278188215054,2,45.0,20.0,445.6456755016003,880.1745662427677,0.014117694859019132,60.0,0.05870466547903001,2,15.0,5.0,236.89926880901558,895.5652871979444,0.052051943883949056,60.0,0.058132636213535885,2,30.0,5.0,10.155857124329204,43.17152794111878,0.034286652272259854,165.0,0.058913358729439216,2,5.0,5.0,188.1008027224058,135.22476181698028,0.030262651700806446,165.0,0.059114841397038834,2,5.0,5.0,5
57,168.78502249717712,605.6520694494247,0.02331876941025257,43565.14446896529,33.17857069194763,871.5783881584624,0.3305559101316072,65.0,0.059186763449367324,2,45.0,20.0,445.6456755016003,880.1745662427677,0.05369194891457396,65.0,0.05975223681419144,2,15.0,5.0,236.89926880901558,895.5652871979444,0.18694880687408197,65.0,0.05917077764147426,2,30.0,5.0,10.155857124329204,43.17152794111878,0.1518658531846044,170.0,0.05995237900887639,2,5.0,5.0,188.1008027224058,135.22476181698028,0.13816166601426844,170.0,0.06015432597049769,2,5.0,5.0,5
58,161.99927866458893,581.5906137228012,0.05816696956753731,44329.4452517434,33.17857069194763,871.5783881584624,0.12105299255350316,70.0,0.06022697498830841,2,45.0,20.0,445.6456755016003,880.1745662427677,0.01951914017001589,70.0,0.06082295398321748,2,15.0,5.0,236.89926880901558,895.5652871979444,0.06550463104156821,70.0,0.060215964391380675,2,30.0,5.0,10.155857124329204,43.17152794111878,0.0684867979270494,175.0,0.060997093771167736,2,5.0,5.0,188.1008027224058,135.22476181698028,0.0623352645881582,175.0,0.061200063821041,2,5.0,5.0,5
59,155.21353483200073,557.5291579961777,0.0573042631149292,45093.7460345215,33.17857069194763,871.5783881584624,0.11008811935294713,75.0,0.06126777110854503,2,45.0,20.0,445.6456755016003,880.1745662427677,0.017930765072531725,75.0,0.06189689245405944,2,15.0,5.0,236.89926880901558,895.5652871979444,0.057978230471885855,75.0,0.0612625581772534,2,30.0,5.0,10.155857124329204,43.17152794111878,0.07592330114169962,180.0,0.0620407930153365,2,5.0,5.0,188.1008027224058,135.22476181698028,0.07010786149861577,180.0,0.062244538857781535,2,5.0,5.0,5
60,148.42779099941254,533.4677022695541,0.023497505113482475,45858.046817299604,33.17857069194763,871.5783881584624,0.2363281706523331,80.0,0.062305116838694,2,45.0,20.0,445.6456755016003,880.1745662427677,0.03950359653581888,80.0,0.06294921260049564,2,15.0,5.0,236.89926880901558,895.5652871979444,0.12294790361230355,80.0,0.06230267924775904,2,30.0,5.0,10.155857124329204,43.17152794111878,0.1966673969839554,185.0,0.06307874634407024,2,5.0,5.0,188.1008027224058,135.22476181698028,0.18671140892482221,185.0,0.06328268512488432,2,5.0,5.0,5
61,141.64204716682434,509.4062465429306,0.055906303226947784,46622.34760007771,33.17857069194763,871.5783881584624,0.09110696476012492,85.0,0.0633472572259896,2,45.0,20.0,445.6456755016003,880.1745662427677,0.015203081312629882,85.0,0.06403025336624861,2,15.0,5.0,236.89926880901558,895.5652871979444,0.046256859632583955,85.0,0.06335237584200312,2,30.0,5.0,10.155857124329204,43.17152794111878,0.09397199277136035,190.0,0.06412064905408069,2,5.0,5.0,188.1008027224058,135.22476181698028,0.08942300819647023,190.0,0.06432497231206125,2,5.0,5.0,5
62,134.85630333423615,485.34479081630707,0.07704214006662369,47386.64838285581,33.17857069194763,871.5783881584624,0.05987681403672154,90.0,0.06439346272731535,2,45.0,20.0,445.6456755016003,880.1745662427677,0.010092844811965113,90.0,0.06513493300064144,2,15.0,5.0,236.89926880901558,895.5652871979444,0.029984475145977955,90.0,0.06441040065965505,2,30.0,5.0,10.155857124329204,43.17152794111878,0.07595433935147344,195.0,0.06516434447627054,2,5.0,5.0,188.1008027224058,135.22476181698028,0.07319363421439633,195.0,0.06536902035404553,2,5.0,5.0,5
63,128.0705600976944,461.28333508968353,0.02609662525355816,48150.94916780696,33.17857069194763,871.5783881584624,0.15680266272551835,95.0,0.0654323356047408,2,45.0,20.0,445.6456755016003,880.1745662427677,0.027172728895520536,95.0,0.06619540744834403,2,15.0,5.0,236.89926880901558,895.5652871979444,0.07849445428583571,95.0,0.06545379353862653,2,30.0,5.0,10.155857124329204,43.17152794111878,0.24144737188249507,200.0,0.06620162628453792,2,5.0,5.0,188.1008027224058,135.22476181698028,0.23933280380522917,200.0,0.06640632823592922,2,5.0,5.0,5
64,121.28481686115265,437.22187936306,0.04274773970246315,48915.24995275811,33.17857069194763,871.5783881584624,0.08789268604955733,100.0,0.06647476107446802,2,45.0,20.0,445.6456755016003,880.1745662427677,0.015298601885061085,100.0,0.06727615670825444,2,15.0,5.0,236.89926880901558,895.5652871979444,0.04348063294807151,100.0,0.06650447002437347,2,30.0,5.0,10.155857124329204,43.17152794111878,0.16807958368297712,205.0,0.06724019488687058,2,5.0,5.0,188.1008027224058,135.22476181698028,0.167708096998422,205.0,0.0674449062111031,2,5.0,5.0,5
65,114.4990736246109,413.16042363643646,0.00952793937176466,49679.55073770926,33.17857069194763,871.5783881584624,0.3374081822693749,105.0,0.06751120242571958,2,45.0,20.0,445.6456755016003,880.1745662427677,0.062239977559212394,105.0,0.06832191199645368,2,15.0,5.0,236.89926880901558,895.5652871979444,0.17061815985379003,105.0,0.0675429756672491,2,30.0,5.0,10.155857124329204,43.17152794111878,0.768144583068151,210.0,0.06827544027102832,2,5.0,5.0,188.1008027224058,135.22476181698028,0.8075738932757112,210.0,0.06848010519764267,2,5.0,5.0,5
66,107.71333038806915,389.0989679098129,0.030315682291984558,50443.85152266041,33.17857069194763,871.5783881584624,0.10225024821065481,110.0,0.06855249318302334,2,45.0,20.0,445.6456755016003,880.1745662427677,0.018351431918244166,110.0,0.06939494305090069,2,15.0,5.0,236.89926880901558,895.5652871979444,0.05032860730386716,110.0,0.06859143062184149,2,30.0,5.0,10.155857124329204,43.17152794111878,0.2987706082435282,215.0,0.06931215539530076,2,5.0,5.0,188.1008027224058,135.22476181698028,0.30657349434819486,215.0,0.06951675950327654,2,5.0,5.0,5
67,100.92758655548096,365.0375121831894,0.07570450007915497,51208.15230543851,33.17857069194763,871.5783881584624,0.038084365983802854,115.0,0.06960548297874632,2,45.0,20.0,445.6456755016003,880.1745662427677,0.006838862069855087,115.0,0.07053308420796653,2,15.0,5.0,236.89926880901558,895.5652871979444,0.018574946628795674,115.0,0.06966399625514341,2,30.0,5.0,10.155857124329204,43.17152794111878,0.14020830873988563,220.0,0.07035156487210292,2,5.0,5.0,188.1008027224058,135.22476181698028,0.1432285023416172,220.0,0.07055606207642527,2,5.0,5.0,5
68,94.14184331893921,340.97605645656586,0.032575469464063644,51972.45309038966,33.17857069194763,871.5783881584624,0.08018017000207188,120.0,0.07064868565587194,2,45.0,20.0,445.6456755016003,880.1745662427677,0.014713003264419008,120.0,0.07161568010011848,2,15.0,5.0,236.89926880901558,895.5652871979444,0.03928833249157713,120.0,0.07071641485951234,2,30.0,5.0,10.155857124329204,43.17152794111878,0.367050109049631,225.0,0.07138783504922688,2,5.0,5.0,188.1008027224058,135.22476181698028,0.3781041539806876,225.0,0.07159227524555728,2,5.0,5.0,5
69,87.35610008239746,316.9146007299423,0.022023361176252365,52736.75387534081,33.17857069194763,871.5783881584624,0.10798800496792729,125.0,0.07168960727502136,2,45.0,20.0,445.6456755016003,880.1745662427677,0.02020435453621349,125.0,0.07268516399334828,2,15.0,5.0,236.89926880901558,895.5652871979444,0.05314176721305279,125.0,0.07176412308867011,2,30.0,5.0,10.155857124329204,43.17152794111878,0.6199396643244687,230.0,0.07242330644026958,2,5.0,5.0,188.1008027224058,135.22476181698028,0.6363154292374874,230.0,0.0726277165837667,2,5.0,5.0,5
70,80.57035684585571,292.8531450033188,0.07090610265731812,53501.05466029196,33.17857069194763,871.5783881584624,0.03173837984966293,130.0,0.07274632386415113,2,45.0,20.0,445.6456755016003,880.1745662427677,0.005894318476968644,130.0,0.07383993665084729,2,15.0,5.0,236.89926880901558,895.5652871979444,0.015449955760443747,130.0,0.0728444178333881,2,30.0,5.0,10.155857124329204,43.17152794111878,0.2356732012609132,235.0,0.07346066054850559,2,5.0,5.0,188.1008027224058,135.22476181698028,0.23185391315961615,235.0,0.0736651204862991,2,5.0,5.0,5
71,73.78461360931396,268.79168927669525,0.08724445104598999,54265.355445243105,33.17857069194763,871.5783881584624,0.0239301798846769,135.0,0.07381033792413569,2,45.0,20.0,445.6456755016003,880.1745662427677,0.004482381694199749,135.0,0.07503264073590804,2,15.0,5.0,236.89926880901558,895.5652871979444,0.011641810804060399,135.0,0.07393974045172905,2,30.0,5.0,10.155857124329204,43.17152794111878,0.22873402619851171,240.0,0.07449810635672817,2,5.0,5.0,188.1008027224058,135.22476181698028,0.21421058183304417,240.0,0.07470277738556197,2,5.0,5.0,5
72,66.99887037277222,244.73023355007172,0.03502008691430092,55029.656230194254,33.17857069194763,871.5783881584624,0.05458762622253991,140.0,0.07485769230202502,2,45.0,20.0,445.6456755016003,880.1745662427677,0.010426695363582981,140.0,0.07613506861597798,2,15.0,5.0,236.89926880901558,895.5652871979444,0.02673179032534059,140.0,0.07500064579080773,2,30.0,5.0,10.155857124329204,43.17152794111878,0.6721888679910355,245.0,0.07553348689846998,2,5.0,5.0,188.1008027224058,135.22476181698028,0.587782239412767,245.0,0.07573831258787739,2,5.0,5.0,5
73,60.21312654018402,220.66877782344818,0.05153127387166023,55793.95701297236,33.17857069194763,871.5783881584624,0.0347551956784182,145.0,0.07591246752096133,2,45.0,20.0,445.6456755016003,880.1745662427677,0.006664503069626165,145.0,0.07727592508548312,2,15.0,5.0,236.89926880901558,895.5652871979444,0.01698190610341648,145.0,0.07607679609631271,2,30.0,5.0,10.155857124329204,43.17152794111878,0.5656401116937826,250.0,0.07656907019316869,2,5.0,5.0,188.1008027224058,135.22476181698028,0.43812729356416635,250.0,0.07677426607288389,2,5.0,5.0,5
74,53.42738330364227,196.60732209682465,0.024161139503121376,56558.25779792351,33.17857069194763,871.5783881584624,0.06792852536324066,150.0,0.07695726748925896,2,45.0,20.0,445.6456755016003,880.1745662427677,0.013307192928535636,150.0,0.07836361746970565,2,15.0,5.0,236.89926880901558,895.5652871979444,0.03347994999598751,150.0,0.07713234927200992,2,30.0,5.0,10.155857124329204,43.17152794111878,1.4576838863558919,0.0,0.07760385952524426,0,10.0,5.0,188.1008027224058,135.22476181698028,0.9693701130058442,255.0,0.07780931339221415,2,5.0,5.0,4
75,46.641640067100525,172.5458663702011,0.04903658851981163,57322.558582874655,33.17857069194763,871.5783881584624,0.031782407012849075,155.0,0.07801395309635215,2,45.0,20.0,445.6456755016003,880.1745662427677,0.006203227489818229,155.0,0.0795123935144136,2,15.0,5.0,236.89926880901558,895.5652871979444,0.01557284064786061,155.0,0.07821228149220624,2,30.0,5.0,10.155857124329204,43.17152794111878,0.9308306921364569,5.0,0.07863893830382451,2,10.0,5.0,188.1008027224058,135.22476181698028,0.49306550212440825,260.0,0.07884508416848034,2,5.0,5.0,5
76,39.85589683055878,148.48441064357758,0.011768036521971226,58086.859367825804,33.17857069194763,871.5783881584624,0.11797871892075604,160.0,0.0790543175854353,2,45.0,20.0,445.6456755016003,880.1745662427677,0.02406870289119034,160.0,0.08057623686043966,2,15.0,5.0,236.89926880901558,895.5652871979444,0.05915075830388265,160.0,0.07925863253854168,2,30.0,5.0,10.155857124329204,43.17152794111878,4.57242526433032,0.0,0.07967335148938891,0,15.0,5.0,188.1008027224058,135.22476181698028,1.911964928578521,0.0,0.07987974824413652,0,10.0,5.0,3
77,33.07015359401703,124.42295491695404,0.01529430691152811,58851.16015277695,33.17857069194763,871.5783881584624,0.08639888315933535,165.0,0.08009688275969147,2,45.0,20.0,445.6456755016003,880.1745662427677,0.017570371767339856,165.0,0.08165098728927962,2,15.0,5.0,236.89926880901558,895.5652871979444,0.04310906645578023,165.0,0.0803094497464497,2,30.0,5.0,10.155857124329204,43.17152794111878,4.621878686193808,0.0,0.08070776256064213,0,20.0,10.0,188.1008027224058,135.22476181698028,1.40516530602282,0.0,0.08091455700398296,0,15.0,10.0,3
78,26.284409761428833,100.3614991903305,0.03123101033270359,59615.46093555506,33.17857069194763,871.5783881584624,0.040784393813558084,170.0,0.08114863857862635,2,45.0,20.0,445.6456755016003,880.1745662427677,0.008198708959623604,170.0,0.08277191419541381,2,15.0,5.0,236.89926880901558,895.5652871979444,0.0201556388873174,170.0,0.08137901855123679,2,30.0,5.0,10.155857124329204,43.17152794111878,2.9868761858490847,0.0,0.08174227577727283,0,25.0,15.0,188.1008027224058,135.22476181698028,0.6443008235043938,5.0,0.08194998423287846,2,15.0,10.0,4
79,19.498666524887085,76.30004346370697,0.047317326068878174,60379.761720506205,33.17857069194763,871.5783881584624,0.025550941553679735,175.0,0.08221077109930088,2,45.0,20.0,445.6456755016003,880.1745662427677,0.005139734451248556,175.0,0.08394436594004322,2,15.0,5.0,236.89926880901558,895.5652871979444,0.012600846380019098,175.0,0.08246970087953712,2,30.0,5.0,10.155857124329204,43.17152794111878,2.418535412074708,0.0,0.0827768532062171,0,30.0,20.0,188.1008027224058,135.22476181698028,0.38276751028910494,10.0,0.08298617433263318,2,15.0,10.0,4
80,12.712923288345337,52.238587737083435,0.06950411945581436,61144.062505457354,33.17857069194763,871.5783881584624,0.01648483104308696,180.0,0.0832881817410351,2,45.0,20.0,445.6456755016003,880.1745662427677,0.00332496181824546,180.0,0.08519219157147677,2,15.0,5.0,236.89926880901558,895.5652871979444,0.008124359300143076,180.0,0.08359142005382793,2,30.0,5.0,10.155857124329204,43.17152794111878,1.8414466819537483,0.0,0.08381153287074017,0,35.0,25.0,188.1008027224058,135.22476181698028,0.23033398377471268,15.0,0.08402359850919718,2,15.0,10.0,4
81,35.31096816062927,62.93103277683258,0.04814082384109497,61908.36327697107,33.17857069194763,871.5783881584624,0.024316557607898238,185.0,0.08435172448738652,2,45.0,20.0,445.6456755016003,880.1745662427677,0.005001767210953682,185.0,0.08636845255459785,2,15.0,5.0,236.89926880901558,895.5652871979444,0.012129846631498626,185.0,0.08468428962258466,2,30.0,5.0,10.155857124329204,43.17152794111878,2.413134880624949,0.0,0.08484611104333742,0,40.0,30.0,188.1008027224058,135.22476181698028,0.4087912316181919,20.0,0.08505966946434786,2,15.0,10.0,4
82,57.90901303291321,73.62347781658173,0.0093829445540905,62672.66404848478,33.17857069194763,871.5783881584624,0.11987496222903199,190.0,0.08539199370908786,2,45.0,20.0,445.6456755016003,880.1745662427677,0.02631764693125824,190.0,0.08742977574891925,2,15.0,5.0,236.89926880901558,895.5652871979444,0.06217231188784344,190.0,0.08573005732613966,2,30.0,5.0,10.155857124329204,43.17152794111878,9.300468764432146,0.0,0.0858804153851337,0,45.0,35.0,188.1008027224058,135.22476181698028,2.4687864218526903,0.0,0.08609424011877352,0,20.0,10.0,3
83,80.50705790519714,84.31592285633087,0.07445727288722992,63436.964819998495,33.17857069194763,871.5783881584624,0.01661117861791096,195.0,0.08646907684643025,2,45.0,20.0,445.6456755016003,880.1745662427677,0.0035288135470267793,195.0,0.08866526962599489,2,15.0,5.0,236.89926880901558,895.5652871979444,0.008451157460812299,195.0,0.08684839816964864,2,30.0,5.0,10.155857124329204,43.17152794111878,1.0433576802722506,0.0,0.08691540865171433,0,50.0,40.0,188.1008027224058,135.22476181698028,0.4242093342639511,5.0,0.08713024732742333,2,20.0,10.0,4
84,103.10510277748108,95.00836789608002,0.059981804341077805,64201.26559151221,33.17857069194763,871.5783881584624,0.021035647327230032,200.0,0.0875371724066797,2,45.0,20.0,445.6456755016003,880.1745662427677,0.004571104444172313,200.0,0.0898549002255461,2,15.0,5.0,236.89926880901558,895.5652871979444,0.010848395104281686,200.0,0.08794817986215998,2,30.0,5.0,10.155857124329204,43.17152794111878,1.0064053133335744,0.0,0.0879504279496179,0,55.0,45.0,188.1008027224058,135.22476181698028,0.6737638822632959,10.0,0.08816562534583623,2,20.0,10.0,4
85,125.70314764976501,105.70081293582916,0.05093477666378021,64965.56636302592,33.17857069194763,871.5783881584624,0.025237972322621857,205.0,0.08859964942673927,2,45.0,20.0,445.6456755016003,880.1745662427677,0.005618802069103284,205.0,0.09101557756820378,2,15.0,5.0,236.89926880901558,895.5652871979444,0.013203702229550474,205.0,0.08903629031814823,2,30.0,5.0,10.155857124329204,43.17152794111878,0.9236061633071941,5.0,0.08898551290978232,2,55.0,45.0,188.1008027224058,135.22476181698028,1.0101953950644214,0.0,0.08920064188874066,0,25.0,10.0,4
86,148.30119252204895,116.39325797557831,0.03205247223377228,65729.86713453963,33.17857069194763,871.5783881584624,0.040519248151762846,210.0,0.08965151914260375,2,45.0,20.0,445.6456755016003,880.1745662427677,0.009304800721868744,210.0,0.092126213256619,2,15.0,5.0,236.89926880901558,895.5652871979444,0.021587254097109935,210.0,0.09010352365895521,2,30.0,5.0,10.155857124329204,43.17152794111878,1.1444257055223084,0.0,0.0900204433187073,0,60.0,45.0,188.1008027224058,135.22476181698028,1.9678916778048208,0.0,0.09023529435141496,0,30.0,10.0,3
87,170.89923739433289,127.08570301532745,0.0804101899266243,66494.16790605334,33.17857069194763,871.5783881584624,0.016681131346269647,215.0,0.09072842308985543,2,45.0,20.0,445.6456755016003,880.1745662427677,0.0038896519505316252,215.0,0.09334304766767919,2,15.0,5.0,236.89926880901558,895.5652871979444,0.008963533640794346,215.0,0.09121706361395156,2,30.0,5.0,10.155857124329204,43.17152794111878,0.37544673288826447,5.0,0.09105666988839725,2,60.0,45.0,188.1008027224058,135.22476181698028,0.9168601245422341,5.0,0.09127038516939884,2,30.0,10.0,5
88,166.35174214839935,151.66863024234772,0.04645735025405884,67258.46867458979,33.17857069194763,871.5783881584624,0.030621064069665558,220.0,0.09178595575464496,2,45.0,20.0,445.6456755016003,880.1745662427677,0.007087963792168879,220.0,0.09447754129741119,2,15.0,5.0,236.89926880901558,895.5652871979444,0.016446476463560882,220.0,0.09229457466983856,2,30.0,5.0,10.155857124329204,43.17152794111878,0.596455196092548,10.0,0.09209218721301836,2,60.0,45.0,188.1008027224058,135.22476181698028,1.5199507060545412,0.0,0.09230515313358516,0,35.0,10.0,4
89,161.8042466044426,176.25155746936798,0.018156636506319046,68022.7694423981,33.17857069194763,871.5783881584624,0.08172504495250317,225.0,0.09282899100847854,2,45.0,20.0,445.6456755016003,880.1745662427677,0.019015019401733807,225.0,0.09554922255233382,2,15.0,5.0,236.89926880901558,895.5652871979444,0.04421780970387214,225.0,0.09334497896655769,2,30.0,5.0,10.155857124329204,43.17152794111878,1.3317734151289842,0.0,0.09312702557625502,0,65.0,45.0,188.1008027224058,135.22476181698028,3.2917426445949056,0.0,0.09333964038984331,0,40.0,10.0,3
90,157.25675106048584,200.83448469638824,0.006744831800460815,68787.07021020641,33.17857069194763,871.5783881584624,0.22036793959467918,230.0,0.09386655502629512,2,45.0,20.0,445.6456755016003,880.1745662427677,0.05307372530231243,230.0,0.09659694790856886,2,15.0,5.0,236.89926880901558,895.5652871979444,0.12222926374124274,230.0,0.09438513401713515,2,30.0,5.0,10.155857124329204,43.17152794111878,2.884613242767556,0.0,0.09416154862007176,0,70.0,45.0,188.1008027224058,135.22476181698028,6.719569816253191,0.0,0.09437398768266902,0,45.0,15.0,3
91,152.70925551652908,225.4174119234085,0.06505398452281952,69551.37097801472,33.17857069194763,871.5783881584624,0.02715584476940874,235.0,0.09492704571577044,2,45.0,20.0,445.6456755016003,880.1745662427677,0.00597846976510597,235.0,0.09775002558903065,2,15.0,5.0,236.89926880901558,895.5652871979444,0.014357914649784849,235.0,0.095468923009717,2,30.0,5.0,10.155857124329204,43.17152794111878,0.3120056450263722,5.0,0.09519816237236267,2,70.0,45.0,188.1008027224058,135.22476181698028,0.6043515378531136,5.0,0.09540948917031582,2,45.0,15.0,5
92,148.16175997257233,250.00033915042877,0.05232938379049301,70315.67174582303,33.17857069194763,871.5783881584624,0.03630871743471876,240.0,0.09598094704583408,2,45.0,20.0,445.6456755016003,880.1745662427677,0.007859577421534262,240.0,0.09887468801670002,2,15.0,5.0,236.89926880901558,895.5652871979444,0.01911380061836614,240.0,0.09654041134836296,2,30.0,5.0,10.155857124329204,43.17152794111878,0.34144842767933326,10.0,0.09623457865437961,2,70.0,45.0,188.1008027224058,135.22476181698028,0.5863881951173504,10.0,0.0964450272948185,2,45.0,15.0,5
93,143.6142647266388,274.58326637744904,0.04345475509762764,71079.97251435948,33.17857069194763,871.5783881584624,0.04715716309266193,245.0,0.0970303506412191,2,45.0,20.0,445.6456755016003,880.1745662427677,0.010015940769623909,245.0,0.09997990762511293,2,15.0,5.0,236.89926880901558,895.5652871979444,0.0247003690204267,245.0,0.0976035005094023,2,30.0,5.0,10.155857124329204,43.17152794111878,0.3611473741724009,15.0,0.09727088069217484,2,70.0,45.0,188.1008027224058,135.22476181698028,0.5553500630606805,15.0,0.09748063422640663,2,45.0,15.0,5
94,139.06676918268204,299.1661936044693,0.06589218974113464,71844.2732821678,33.17857069194763,871.5783881584624,0.033958320665228185,250.0,0.0980856051419964,2,45.0,20.0,445.6456755016003,880.1745662427677,0.007011604449632119,250.0,0.10111549181715865,2,15.0,5.0,236.89926880901558,895.5652871979444,0.01761133260065603,250.0,0.09867815698061598,2,30.0,5.0,10.155857124329204,43.17152794111878,0.21243444883515633,20.0,0.09830856538138645,2,70.0,45.0,188.1008027224058,135.22476181698028,0.2945288474009622,20.0,0.09851738375768256,2,45.0,15.0,5
95,134.51927363872528,323.74912083148956,0.061897024512290955,72608.5740499761,33.17857069194763,871.5783881584624,0.03933338975466546,255.0,0.0991380030488097,2,45.0,20.0,445.6456755016003,880.1745662427677,0.007913432684083965,255.0,0.10223953964605381,2,15.0,5.0,236.89926880901558,895.5652871979444,0.02023978881711127,255.0,0.0997475793685389,2,30.0,5.0,10.155857124329204,43.17152794111878,0.19976071108872806,25.0,0.09934646267116067,2,70.0,45.0,188.1008027224058,135.22476181698028,0.25420939243654106,25.0,0.09955451738137622,2,45.0,15.0,5
96,129.97177809476852,348.3320480585098,0.02201034687459469,73372.87481778441,33.17857069194763,871.5783881584624,0.11816015178782847,260.0,0.1001783582905408,2,45.0,20.0,445.6456755016003,880.1745662427677,0.02346755539549455,260.0,0.10330413844236368,2,15.0,5.0,236.89926880901558,895.5652871979444,0.060844795767285076,260.0,0.10079359622944088,2,30.0,5.0,10.155857124329204,43.17152794111878,0.47992427595687537,30.0,0.10038227338328136,2,70.0,45.0,188.1008027224058,135.22476181698028,0.5756787997844226,30.0,0.10059007842011017,2,45.0,15.0,5
97,125.42428255081177,372.9149752855301,0.06482423096895218,74137.17558559272,33.17857069194763,871.5783881584624,0.04506333516745474,265.0,0.10122846135562945,2,45.0,20.0,445.6456755016003,880.1745662427677,0.008508485953953765,265.0,0.1044219133984453,2,15.0,5.0,236.89926880901558,895.5652871979444,0.02272411958980006,265.0,0.10185918456457256,2,30.0,5.0,10.155857124329204,43.17152794111878,0.150677961372078,35.0,0.10142133056986523,2,70.0,45.0,188.1008027224058,135.22476181698028,0.16695443704541826,35.0,0.10162867553850624,2,45.0,15.0,5
